0.0,2.764052345967664
1.0,1.9001572083672233
2.0,2.9787379841057393
3.0,4.740893199201458
4.0,4.867557990149967
5.0,2.522722120123589
6.0,4.950088417525589
7.0,4.348642791702302
8.0,4.8967811482064425
9.0,5.910598501938372
10.0,6.144043571160878
11.0,7.954273506962975
12.0,7.761037725146993
13.0,7.621675016492828
14.0,8.443863232745425
15.0,8.833674327374267
16.0,10.494079073157605
17.0,9.294841736234199
18.0,10.313067701650901
19.0,9.645904260698275
20.0,8.447010184165922
21.0,12.15361859544036
22.0,12.864436198859506
23.0,11.757834979593557
24.0,15.269754623987607
25.0,12.045634325401235
26.0,14.045758517301445
27.0,14.312816149974166
28.0,16.532779214358456
29.0,16.969358769900285
30.0,16.154947425696918
31.0,16.878162519602174
32.0,16.11221425236989
33.0,15.519203531776073
34.0,17.652087850673848
35.0,18.65634896910398
36.0,20.23029068072772
37.0,20.70237984878441
38.0,19.612673182592047
39.0,20.197697249424664
40.0,19.951447034932908
41.0,20.079982062821024
42.0,20.293729809374987
43.0,24.45077539523179
44.0,22.490347818248345
45.0,23.061925698388812
46.0,22.747204639950073
47.0,25.27749035583191
48.0,23.38610215244205
49.0,25.287259719786032
50.0,25.104533438806325
51.0,26.88690249785926
52.0,26.489194862431127
53.0,26.319367815877587
54.0,27.971817771661346
55.0,28.928331870530418
56.0,29.06651722238317
57.0,29.802471897739782
58.0,29.365677906319036
59.0,30.13725883401286
60.0,30.32753955222405
61.0,31.140446838459457
62.0,31.186853717955547
63.0,30.773717397668324
64.0,33.17742614225375
65.0,33.09821906379174
66.0,32.36980165303395
67.0,34.962782255525774
68.0,34.092701635616756
69.0,35.55194539579614
70.0,36.72909056217754
71.0,36.62898291075741
72.0,38.139400684543304
73.0,36.265174179646344
74.0,38.40234164117755
75.0,37.81518990905969
76.0,38.12920285081812
77.0,38.92115033523559
78.0,39.68844746787263
79.0,40.55616534222975
80.0,39.83485015921664
81.0,42.40082648695419
82.0,42.46566243973046
83.0,40.963756313722776
84.0,44.4882521937956
85.0,45.395889176030586
86.0,45.17877957115965
87.0,44.32007516418765
88.0,43.92924737848946
89.0,46.554451726931134
90.0,45.59682305302682
91.0,47.72244507038243
92.0,47.20827497807686
93.0,48.47663903648371
94.0,48.356366397174405
95.0,49.20657316819195
96.0,49.01050002072082
97.0,51.28587049390583
98.0,50.12691209270362
99.0,50.9019893634447
